Approach,Document_ID,Participants,Interventions,Outcomes,Gold_Participants,Gold_Interventions,Gold_Outcomes
gazetteer,11317090,20 | 95 | controls | 32,questionnaires,quality of life,persons with osteoarthritis . | 249 adults from Washington State aged 55 to 75 | doctor-confirmed diagnosis of osteoarthritis,aquatic exercise | aquatic exercise classes | aquatic classes . | aquatic classes . | Aquatic exercisers | Aquatic exercise | aquatic exercise .,"Economic evaluation | cost | outcomes | Cost per quality-adjusted life year ( QALY ) | cost/QALY | Quality of Well-Being Scale ( QWB ) | Current Health Desirability Rating ( CHDR ) | arthritis-specific Health Assessment Questionnaire ( HAQ ) , Center for Epidemiologic Studies-Depression Scale ( CES-D ) | Perceived Quality of Life Scale ( PQOL ) | QALYs . Use of health care facilities | Medicare reimbursement rates | costs/QALY ratios | ( QWB ) | ( CHDR , HAQ , PQOL ) | Costs/QALY | QWB | CHRD . | QALY"
gazetteer,11381289,stroke | diabetes,treatment,death | stroke | complications | effects | blood pressure,patients at high risk for cardiovascular events .,ramipril | angiotensin-converting enzyme ( ACE ) inhibitor | ramipril | vitamin E | ACE inhibitor,"rates of death , myocardial infarction , stroke , coronary revascularization , cardiac arrest and heart failure | risk of diabetes-related complications and of diabetes itself ."
gazetteer,11401641,hypertension | three | 24 | 23 | 19 | 25,treatment,hypertension | efficacy | effective,"patients insufficiently controlled on timolol . | patients with open angle glaucoma or ocular hypertension where IOP is not adequately controlled with timolol . | 53 patients with primary open angle glaucoma , capsular glaucoma , or ocular hypertension with an IOP of at least 21 mmHg on current therapy",timolol | latanoprost | latanoprost | timolol | timolol | timolol | timolol | latanoprost | latanoprost | timolol .,IOP-reducing | intraocular pressure ( IOP ) | IOP | IOP | IOP | IOP | IOP | IOP
gazetteer,11454878,4 | 19 | 56 | 28 | 23 | 71,chemotherapy | treatment,efficacy and safety | sensitivity | survival | overall survival | hematologic toxicity | efficacy | safety,"patients with epithelial ovarian carcinoma that recurred after or did n't respond to first-line , platinum-based chemotherapy . | Patients with measurable and assessable disease | 474",pegylated liposomal doxorubicin | topotecan . | pegylated liposomal doxorubicin ( PLD ) | topotecan | PLD | topotecan | PLD | topotecan | PLD | topotecan | PLD | topotecan | PLD | PLD | topotecan . | PLD | topotecan | topotecan | topotecan | PLD,efficacy | safety | overall progression-free survival rates | overall response rates | Median overall survival times | overall survival | Severe hematologic toxicity | efficacy | safety
gazetteer,11495215,women | healthy | 12,nicotine,stress | heart rate | blood pressure | recovery,"Sixty healthy women , half of whom had been using OCs for at least the previous 6 months | two thirds were smokers | One third were nonsmokers .",Oral contraceptive | oral contraceptives ( OCs ) | nicotine | nicotine | OC | nicotine | OC | nicotine | nicotine | OC,"cardiovascular reactivity | cardiovascular and lipid reactivity . | Heart rate , blood pressure , and lipid measures | heart rate and diastolic blood pressure reactivity | cardiovascular or lipid stress reactivity | cardiovascular reactivity"
gazetteer,11642083,106 | 30 | 14 | 28,treatment,effects | hospital stay,myocardial infarction | patients on thrombolytic therapy ( TLT ) . | 106 males | Q-MI,Neoton | thrombolytic therapy | neoton | thrombolytic therapy ( TLT ) | TLT | neoton | TLT | streptokinase | streptokinase preparations | neoton . | neoton | neoton | Neoton,"systolic function of the left ventricle , arrhythmia and clinical symptoms | Left ventricular systolic function | arrhythmia | systolic and diastolic volumes | left ventricular systolic dysfunction"
gazetteer,11737955,12 | 45 | 14 | 4,ascorbic acid | placebo,stress | effects,the 60-year-old | older adults ( 60 ( SE 1 ) years ; BMI 26 ( SE 1 ) kg/m ( 2 ) ) | 60-year-old subjects,Antioxidant supplementation | antipyrine | antioxidant supplementation | dl-alpha-tocopheryl acetate | ascorbic acid | beta-carotene | placebo | Antipyrine | antioxidant supplementation,para- and ortho-hydroxyantipyrine to antipyrine . | thiobarbituric acid reactive substances in plasma . | free radical products of antipyrine .
gazetteer,11750293,22 | five,control | treatment,disability | pain,recent onset rheumatoid arthritis : | patients with recently diagnosed rheumatoid arthritis ( RA ) | Twenty-two patients with a history of recently diagnosed RA of less than 2 years | 22 patients,standard outpatient clinic treatment,"disability | illness perceptions | pain | coping | depression . | clinical outcome and process measures | predict depression | depression , disability , pain , beliefs about the consequences of arthritis and coping strategies ."
gazetteer,11829043,three | 10 | 20 | 4,control,anxiety | quality of life,patients after stoma surgery . Eighteen patients who had undergone stoma surgery | patients after stoma surgery .,progressive muscle relaxation training | progressive muscle relaxation training ( PMRT ) | PMRT,"anxiety level and self-reported quality of life ( QoL ) | Chinese State-Trait Anxiety Inventory ( C-STAI ) , the Quality of Life Index for Colostomy ( QoL-Colostomy ) and the Hong Kong Chinese version of the World Health Organisation Quality of Life Scale ( WHOQoL ) . | C-STAI score | WHOQoL score | WHOQoL | QoL | QoL-Colostomy | quality of life | anxiety"
gazetteer,11891832,4 | 95,treatment | placebo | placebo-controlled,disease progression | activity,inclusion body myositis | 44 patients with inclusion body myositis,methotrexate | placebo . | methotrexate | methotrexate | placebo | methotrexate | methotrexate,"weakness progression | disease progression | Mean change of quantitative muscle strength testing sum scores | Quantitative muscle strength testing sum scores | manual muscle testing sum scores , activity scale scores and patients ' own assessments | Serum creatine kinase activity | progression of muscle weakness | serum creatine kinase activity ."
gazetteer,12139812,106 | 28 | 22 | 4 | 41 | 42,treatment,effects | recovery,pterygium | pterygium . | 208 patients | initial pterygium,[ Limbal epithelial autograft transplantation | limbal epithelial autograft transplantation | pterygium excision | excision of pterygium | limbal epithelial autograft transplantation surgery | simple pterygium excision | limbal epithelial autograft transplantation,epithelial healing | abnormal proliferation of pterygium-like tissue .
gazetteer,12477021,five | 12,Not Found,accuracy | agreement,Thirty-five university students were assessed,Reichert AT550 : | Reichert AT550 . | Reichert Xpert Plus | Goldmann applanation tonometer | Perkins tonometer . | AT550 NCT | Goldmann tonometer | AT550 NCT | Goldmann tonometry,Clinical performance | level of accuracy | measurements | IOP
gazetteer,12576806,4 | all | 12 | 22 | 24 | 23,Not Found,duration | complications,57 | patients with primary ureteropelvic junction obstruction,stenting | Internal stenting | stenting | 7/14Fr internal endopyelotomy stent placement,optimum duration of stenting | symptoms | ipsilateral glomerular filtration rate . | drainage pattern . | Stent related symptoms | urinary tract infections | duration | stent related complications .
gazetteer,12586799,cancer | 20 | 65 | 46 | 71,chemotherapy | cisplatin | treatment,survival | overall survival | toxicity | deaths,advanced nasopharyngeal carcinoma : | patients with advanced NPC . | From December 1993 to April 1999 | 284 patients with 1992 American Joint Committee on Cancer stage III to IV ( M0 ) NPC | patients with advanced NPC,concurrent chemoradiotherapy | radiotherapy | concurrent chemoradiotherapy ( CCRT ) | radiotherapy ( RT ) | chemotherapy | cisplatin | fluorouracil | CCRT | RT-alone | CCRT | RT-only | CCRT | RT-only | CCRT | CCRT | RT,overall and progression-free survival . | Survival analysis | tumor relapse | 5-year overall survival rates | 5-year progression-free survival rates | toxicity | leukopenia | emesis | treatment-related deaths
gazetteer,12595499,diabetes | 4 | 95 | 12 | 24 | 32 | 78,placebo,proteinuria | effects | serum creatinine,people at high cardiovascular risk | people with diabetes | 7674 participants with albuminuria data at baseline and at follow-up | nondiabetic and in diabetic people .,ramipril 's | placebo | Ramipril | Ramipril,clinical proteinuria | progression of albuminuria | microalbuminuria | clinical proteinuria . | progression | albuminuria . | progression of albuminuria .
gazetteer,12709693,adult | 20 | 25 | all | 4 | 15,remifentanil | propofol | anesthesia | fentanyl,analgesia | effective | pain | recovery | duration | pain intensity | mean arterial pressure | heart rate,outpatient colonoscopy . | 100 adult patients,remifentanil | propofol | fentanyl | midazolam | propofol | remifentanil | propofol | midazolam | fentanyl | propofol | remifentanil | propofol | fentanyl | midazolam | propofol | remifentanil | propofol,Cardiorespiratory parameters | bispectral index | Numerical Pain Rating Scale ( NRS ) | recovery level | return of psychomotor efficiency | Aldrete scale | Modified Post Anesthesia Discharge Scoring ( MPADS ) system | pain intensity score | maximum MPADS score | mean arterial pressure and heart rate and signs of respiratory depression | analgesia | hemodynamic stability | respiratory depression | rapid recovery
gazetteer,1286547,hypertensive | diabetes | hypertension | 20 | 4,placebo-controlled | placebo | treatment,hypertension | effects,borderline hypertensive patients with IDDM-type diabetes mellitus . Twenty-nine IDDM patients with borderline hypertension | diabetic patients with borderline hypertension .,dihydropyridine calcium channel blocker | nitrendipine | placebo | nitrendipine | Nitrendipine | placebo | nitrendipine | nitrendipine | nitrendipine,platelet thromboxane formation | Stimulated platelet thromboxane formation | plasma levels of platelet factor 4 and aggregation responses to collagen and ADP | thromboxane formation | Exercise induced change of thromboxane synthesis | PF4 plasma levels | Whole blood aggregation after collagen stimulation | aggregation | collagen dependent platelet activation
gazetteer,12960652,infants | healthy | all | 19 | 32,control | treatment,activity,"infants | gastrointestinal diseases | infants with different gastrointestinal diseases | 21 patients | age 0-2 months | 40 healthy infants | age 0-2 months | patients suffered from partial or total intestinal obstruction , necrotizing enterocolitis or pyloric stenosis.All infants were fasting",epigastric impedance | Epigastric impedance | epigastric impedance | epigastric impedance,epigastric impedance | phasic activity | frequency phasic activity | phasic activity
